Source: ERA5 reanalysis data using Atlite (For global data see Assumptions.txt with notes by Viktor Rosenberg 2026.07.21); 19.04.2024; Konstantin Loeffler <kl@wip.tu-berlin.de>
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK,Africa,Asia-Rest,China,Europe,FSU,India,Japan + Republic of Korea,Central & South America,Middle East,North America,Oceania
5325,0.562798261,0.440380175,0.322769439,0.594601962,0.462408015,0.461258907,0.537430437,0.200059418,0.259516406,0.28809862,0.424659286,0.241136422,0.200046949,0.200354857,0.71530897,0.275704066,0.24442382000000001,0.519564016,0.234952467,0.461587208,0.602509836,0.275820525,0.251988969,0.298344064,0.267905062,0.446508682,0.213422605,0.230626576,0.363530268,0.733188498,1.0766143355534412,0.5870385444743935,0.47011083860759495,0.4774703296703297,0.36102980392156864,0.4456901678657074,0.2567745192307692,1.085001154734411,0.35956130136986303,0.5102638095238096,2.291502960526316
5326,0.587107915,0.502680766,0.355600044,0.641477768,0.506812751,0.549846724,0.584218118,0.200081025,0.292417817,0.298271257,0.526018089,0.256587421,0.2,0.202923599,0.832199781,0.292101296,0.249649365,0.581164316,0.234034558,0.525638158,0.624275882,0.318904699,0.284044599,0.345173016,0.278555407,0.469767771,0.220312717,0.256272818,0.417060534,0.821409645,1.135867396130669,0.5881992587601078,0.4708985759493671,0.497270695970696,0.3656913725490197,0.4477074340527578,0.2566877403846154,1.1098785604311008,0.36311815068493153,0.5098636075036075,2.297332606907895
5327,0.601437483,0.586274849,0.457961395,0.688834746,0.556477367,0.599964319,0.633861739,0.201231573,0.320162762,0.304165382,0.610228496,0.303797426,0.208216042,0.214422028,0.974941626,0.313984876,0.277456574,0.659510329,0.249901278,0.621439594,0.637368008,0.369164244,0.361302682,0.401813505,0.360000391,0.48656417,0.244678442,0.280587109,0.514669277,0.883482117,1.2263898192197906,0.550759973045822,0.4505422468354431,0.5251725885225886,0.408831568627451,0.4628784172661871,0.2532725961538462,1.3265066974595845,0.3846154109589041,0.5117782972582973,1.9812773848684209
5328,0.619377123,0.643374403,0.480122867,0.723737068,0.583903556,0.626476123,0.656942858,0.204418537,0.35542930700000003,0.307144794,0.676649144,0.304188669,0.214403896,0.220348672,1.080233017,0.324979516,0.287301804,0.705162331,0.257409523,0.673993949,0.648270091,0.398355118,0.414545681,0.44213773,0.370637481,0.500991772,0.275600501,0.300301624,0.542843894,0.931856233,1.2784306374881067,0.5413260781671159,0.4496419303797468,0.538077960927961,0.4129672549019608,0.46411103117506,0.2506612980769231,1.3765569668976136,0.4024321917808219,0.5129507936507937,1.840835320723684
5329,0.631373787,0.680131192,0.524520225,0.747788639,0.600670266,0.655305182,0.672450838,0.214811283,0.383001932,0.309085764,0.73670193,0.318304473,0.228338304,0.226015793,1.126235692,0.336450796,0.296514446,0.728088009,0.270962434,0.717769853,0.657726918,0.422009889,0.44864218300000003,0.484451123,0.390771736,0.51645896,0.292670812,0.316806221,0.558915702,0.968570983,1.3382305740564542,0.5261626010781671,0.444523417721519,0.5494601953601954,0.41862529411764704,0.45870407673860913,0.24774903846153848,1.4065165127020784,0.4066284246575342,0.5156598556998557,1.709390583881579
5330,0.648842891,0.716370674,0.55419287800000006,0.772656108,0.624260845,0.676134933,0.676090466,0.228628664,0.413347472,0.314873764,0.784923849,0.320018491,0.238037929,0.233303604,1.178031808,0.345249698,0.304372811,0.737856342,0.286981433,0.764464857,0.669779298,0.448350007,0.504204728,0.524475883,0.401548003,0.5321379,0.293433731,0.334775136,0.56920196,0.999810688,1.4078988899460831,0.4926004043126685,0.437431329113924,0.5604106837606837,0.4128627450980393,0.4622340527577938,0.2445230769230769,1.444566281755196,0.4091090753424657,0.518855036075036,1.5665761101973683
5331,0.654829361,0.758272575,0.62081217,0.795675602,0.64271324,0.695697192,0.662149862,0.26007158,0.457428681,0.324937018,0.839352605,0.343406136,0.268094559,0.244553104,1.171636452,0.366176009,0.343201332,0.752409163,0.326561518,0.797463365,0.678338856,0.470153328,0.607043384,0.568718552,0.466225486,0.548550688,0.31200604,0.356905361,0.625577554,1.037125816,1.4948065968918491,0.4495055929919137,0.3689422468354431,0.5802985347985349,0.3565358823529412,0.43276067146282976,0.24108317307692312,1.5157588529638184,0.3661034246575342,0.5368128715728716,1.413850986842105
5332,0.65699224,0.789031395,0.627760594,0.813025647,0.669868999,0.705806025,0.647320074,0.269767515,0.485026298,0.334217367,0.883941366,0.352920176,0.259728281,0.258286604,1.138474649,0.375571211,0.347036962,0.757193653,0.333160313,0.822032446,0.685034305,0.497784784,0.668687564,0.600877384,0.459021426,0.563036215,0.312840482,0.377083162,0.584726242,1.068620575,1.4891698382492864,0.43044009433962255,0.3604473101265823,0.5863498778998779,0.3405692156862746,0.4152081534772182,0.23834230769230771,1.5822919938414166,0.32662671232876705,0.5428582683982686,1.366983552631579
5333,0.659507032,0.82388673,0.640159856,0.823716009,0.698174089,0.720469388,0.638707041,0.268373893,0.502089992,0.335037043,0.918397357,0.360422108,0.265765898,0.277756078,1.103939725,0.378249571,0.349144109,0.728287363,0.331489464,0.83278869,0.687842858,0.509290476,0.707660849,0.615707217,0.474536334,0.566497919,0.316821966,0.384173107,0.533506581,1.087414263,1.496541642879797,0.410189218328841,0.3545549841772152,0.5868509157509157,0.3303198039215687,0.3989872901678657,0.2361072115384615,1.60988610469592,0.3093517123287671,0.5475350072150071,1.2801233141447368
5334,0.657043643,0.843097011,0.409922393,0.829894522,0.656676483,0.708345453,0.61803727,0.219273033,0.518531489,0.325671514,0.936470742,0.254382796,0.251202376,0.260855346,1.071060069,0.36865095,0.293137665,0.734666682,0.239448954,0.813222267,0.673335496,0.465875483,0.747879968,0.461031202,0.338991309,0.541784177,0.299584765,0.367908426,0.345754879,1.080764255,1.4021744370440852,0.3784299191374663,0.3203476265822785,0.5461675824175823,0.2438049019607844,0.3501678657074341,0.23525264423076925,1.6486188221709008,0.27342054794520543,0.5701338528138528,1.2598826480263157
5335,0.61389282,0.774392993,0.306161125,0.749246098,0.559456613,0.619433266,0.603184875,0.202679211,0.496396832,0.310781902,0.788890039,0.2172768,0.238037929,0.254234877,0.960251116,0.327426536,0.283287979,0.699381073,0.220646617,0.712079726,0.646934432,0.410843003,0.774411309,0.311326294,0.276693088,0.504871995,0.254453341,0.351982937,0.303867259,0.992872671,1.2818315889628926,0.3761084905660377,0.3166776107594937,0.5208197191697191,0.2407233333333334,0.34019448441247,0.23548629807692303,1.6823023864511164,0.26595376712328767,0.5748812987012988,1.2746098684210527
5336,0.546460022,0.655062754,0.270446971,0.64140106,0.451284295,0.518346044,0.572613507,0.200356508,0.372612705,0.298040854,0.572596808,0.205992851,0.219972025,0.23731296,0.817935629,0.289209544,0.272921531,0.614855095,0.213252581,0.581904844,0.613809806,0.347113379,0.570922402,0.239159036,0.237975405,0.463389091,0.219454433,0.324632461,0.250651801,0.852021748,1.1128883920076118,0.38020808625336927,0.3117375,0.4901736874236874,0.2400149019607844,0.3318729016786572,0.2365740384615385,1.6999487682832946,0.26010667808219173,0.5778629148629149,1.2863090460526316
5337,0.471158614,0.533215885,0.204562519,0.533130639,0.334868345,0.425401432,0.535305436,0.2,0.26384547,0.278389116,0.368908467,0.2,0.200892027,0.208580127,0.664835814,0.260375788,0.227637924,0.526142689,0.2,0.482856439,0.58714285,0.294695518,0.265250541,0.20669348,0.2,0.434855353,0.205841098,0.291755634,0.208041929,0.701445851,0.79306238503013,0.3860856469002695,0.3027088607594937,0.4624299755799756,0.22607549019607848,0.31454484412470024,0.23871754807692308,1.7414155504234028,0.23936541095890407,0.5934931024531024,1.3773291940789476
5338,0.394516775,0.443288282,0.202409159,0.456331582,0.259616469,0.355469412,0.490891426,0.2,0.214932705,0.268097787,0.262947601,0.2,0.2,0.200471377,0.552164684,0.244223858,0.236694645,0.428060658,0.2,0.416817118,0.568114833,0.271543821,0.215482763,0.201045403,0.2,0.416345365,0.20078676,0.273224156,0.203453857,0.582924969,0.7357333333333332,0.40107628032345016,0.3046373417721519,0.4471904151404152,0.2250439215686275,0.31436330935251794,0.24269302884615385,1.7597299846035412,0.2364359589041096,0.5969860606060605,1.4124083470394737
5339,0.341919667,0.377855884,0.200079065,0.406924399,0.217312078,0.308024547,0.491253128,0.2,0.200918167,0.261318356,0.223571155,0.2,0.2,0.2,0.468918463,0.227024916,0.26491170000000003,0.352306244,0.20022419,0.389984677,0.548290567,0.264921717,0.206458664,0.200087117,0.2,0.405538665,0.200691395,0.251764043,0.201815798,0.50202442,0.5829409134157945,0.43730559299191374,0.33806131329113925,0.4361601343101343,0.22874196078431375,0.3416230215827338,0.24573437500000003,1.6832541955350269,0.2354224315068493,0.5949842424242425,1.63046484375
5340,0.312805811,0.300259771,0.2,0.357419586,0.20647231,0.26864231,0.482346212,0.2,0.20046566,0.259493751,0.210231581,0.2,0.2,0.2,0.412645597,0.219984996,0.276222579,0.288313699,0.201218239,0.330047965,0.539416989,0.254269312,0.205089886,0.2,0.2,0.40036107,0.2,0.237319418,0.201192206,0.449666891,0.5647323184268951,0.44827082210242586,0.3415833860759494,0.4302768620268621,0.23079666666666676,0.34033501199040767,0.2468401442307692,1.6821185912240186,0.2333722602739726,0.5943454545454546,1.757436019736842
5341,0.302580573,0.240433866,0.2,0.33785197,0.203150519,0.244643274,0.506316516,0.2,0.200414359,0.266556182,0.205177548,0.2,0.2,0.2,0.361288378,0.220228302,0.308578194,0.23269401,0.204699527,0.29772635,0.533518742,0.245844809,0.20495055,0.2,0.2,0.408116529,0.2,0.225737244,0.201167352,0.410027628,0.5515230891214716,0.45521037735849046,0.3522768987341773,0.4284490231990232,0.23260509803921567,0.3441165467625899,0.248609375,1.620347844495766,0.2346936643835616,0.5904754112554113,1.8273650082236843
5342,0.287479959,0.212681022,0.2,0.320599553,0.201000594,0.240567525,0.509948608,0.2,0.200390681,0.272488009,0.20379327,0.2,0.2,0.2,0.341349914,0.221285287,0.321056245,0.201196122,0.210959923,0.273516868,0.534823428,0.247666601,0.205040709,0.2,0.2,0.412427164,0.2,0.221848943,0.201183921,0.390229489,0.5457156041864891,0.4643479784366577,0.3597243670886076,0.4280882173382173,0.2335345098039216,0.3494117505995204,0.2497394230769231,1.503957582755966,0.2434820205479452,0.5851749494949494,1.9452291118421048
5343,0.283549609,0.208053218,0.2,0.30804727,0.202889102,0.237374912,0.526127244,0.201182958,0.200413043,0.282228234,0.203377895,0.2,0.2,0.2,0.326483846,0.220397818,0.392075552,0.2,0.267366936,0.275536969,0.533805602,0.254827143,0.205163653,0.2,0.2,0.416068781,0.2,0.220268804,0.204576775,0.380664998,0.5462759276879163,0.48635222371967657,0.40168496835443046,0.4291520146520147,0.2657125490196079,0.3699616306954436,0.2513242788461539,1.2820598922247886,0.26380325342465755,0.562469898989899,2.021393873355263
5344,0.293047297,0.206235652,0.2,0.306485208,0.20225359,0.236117417,0.528983184,0.201825753,0.200397258,0.291145524,0.203798759,0.2,0.2,0.2,0.324094992,0.221347111,0.409155468,0.2,0.294476989,0.273559173,0.539781043,0.25146989,0.205040709,0.2,0.2,0.427803052,0.2,0.21495755,0.208791294,0.387740572,0.5585649540120521,0.52833551212938,0.4264247626582279,0.4313754578754578,0.27307274509803925,0.401872901678657,0.2512451923076923,1.1652111624326404,0.2773467465753424,0.554754632034632,2.0788984375
5345,0.301864885,0.205061224,0.2,0.31733596,0.201951609,0.233723512,0.498268643,0.206427945,0.200410413,0.298808398,0.204391629,0.2,0.2,0.2,0.317580507,0.222272471,0.407712095,0.2,0.317564314,0.275357169,0.552528175,0.248694425,0.205024316,0.200041744,0.2,0.445601442,0.200119206,0.224297746,0.213395935,0.400976108,0.5908182683158896,0.5311264150943397,0.4311154272151899,0.4352677655677656,0.27933078431372554,0.40438033573141485,0.2519572115384615,1.1334578137028484,0.28345770547945204,0.549257113997114,2.1591516447368417
5346,0.321836919,0.208430713,0.210511002,0.340822677,0.202524021,0.243082514,0.497236284,0.258634746,0.200590626,0.317610671,0.206428247,0.2,0.200140846,0.2,0.330816386,0.229585612,0.486255653,0.204186428,0.433885008,0.291602588,0.56911074,0.2699787,0.20501612,0.202029097,0.208675359,0.477368636,0.204172213,0.23132978,0.250730127,0.423595593,0.7709394227719631,0.549698180592992,0.45901582278481023,0.4460735042735043,0.3303617647058824,0.42023788968824943,0.2522891826923077,1.046854003079292,0.312421404109589,0.5316158441558442,2.228467804276316
5347,0.359633924,0.224593074,0.225319424,0.388751481,0.21463932,0.271767162,0.50459843,0.297115992,0.20163902,0.352320053,0.212049533,0.202571026,0.201652598,0.2,0.359187942,0.239958026,0.486883788,0.239073329,0.450381997,0.33458526,0.597024248,0.325908957,0.205630841,0.243832494,0.216469264,0.518322924,0.21037093,0.274407193,0.286882657,0.45877286,0.8252994291151284,0.5426597035040431,0.4633613924050633,0.46112307692307697,0.33277450980392165,0.4248741007194245,0.2517057692307692,1.0327051578137028,0.32102517123287666,0.5267045021645022,2.27361681743421
5348,0.427110217,0.378666798,0.232960829,0.48908607,0.302538343,0.379319593,0.537611288,0.343051494,0.203712129,0.390053531,0.237876888,0.205769284,0.202140866,0.201366465,0.385158105,0.254211371,0.48960125,0.440819296,0.463097369,0.492364663,0.62718069,0.405549883,0.206876674,0.283614053,0.223394971,0.571190246,0.224890231,0.313455664,0.299756672,0.488146952,0.8533153187440533,0.5491794474393532,0.4655125791139241,0.48112405372405376,0.3354913725490196,0.4249860911270984,0.25048269230769227,1.0283571593533487,0.323321404109589,0.5228898124098125,2.3434224506578945
5349,0.482570075,0.547588642,0.302463671,0.567754022,0.410471781,0.529504641,0.576027071,0.408173603,0.215106341,0.437772996,0.331027919,0.240055845,0.203877972,0.205651232,0.423549053,0.268678107,0.534439371,0.639574957,0.504081812,0.668642267,0.657629234,0.475196622,0.220949678,0.341944246,0.288390573,0.607819707,0.243343333,0.355887784,0.357692752,0.532529057,0.9411434506818902,0.5742212938005392,0.4933148734177216,0.5169604395604396,0.3775005882352941,0.4390781774580336,0.2505747596153846,1.0439025019245576,0.34965856164383563,0.5120170851370851,2.3805233141447366
5350,0.533779303,0.692252963,0.329499271,0.63373022,0.507092196,0.63540189,0.610818298,0.431054928,0.233305247,0.475072199,0.421855047,0.262872152,0.203511771,0.218765056,0.445186675,0.286654831,0.539927753,0.724300288,0.511645047,0.743999436,0.685691889,0.521347155,0.239243762,0.383215867,0.300180843,0.63841497,0.25757654,0.391900071,0.415460132,0.557240549,1.0074286076752297,0.5839019541778976,0.49332104430379753,0.5407325396825398,0.3800082352941177,0.44393956834532383,0.24771850961538464,1.0629426866820633,0.35322054794520547,0.509939595959596,2.385907072368421
5351,0.581833179,0.729988443,0.473918585,0.673695297,0.569295786,0.719281877,0.626552341,0.482278631,0.251138464,0.513709136,0.507223746,0.342642281,0.221925096,0.231884176,0.471777563,0.31398687,0.575829434,0.74902015,0.555785069,0.809245524,0.703532918,0.577707477,0.278184262,0.444867392,0.399771841,0.663231903,0.267542169,0.440652749,0.503343699,0.578215084,1.1084587377101174,0.5637747978436658,0.4650489715189874,0.5727746642246642,0.43608921568627457,0.4645731414868106,0.2402290865384616,1.229794880677444,0.3747799657534247,0.514066782106782,2.118826274671052
